scenario_id,timestep,node_id,node_type,elevation,flood_depth,fragility_score,degree_centrality,betweenness_centrality,redistributed_load,overload_ratio,failed_neighbors_prev,cross_layer_dependency_stress,distance_from_epicenter,was_failed_prev,target_failed,betweenness_centrality_log,redistributed_load_log,overload_ratio_log
0,0,0,road,13.0,0.20153170478491683,0.2719635724750109,0.01221001221001221,0.000214527250305195,0.0,0.07889377556143383,0,0.0,0.6135575583427461,0,1,0.00021450424262509066,0.0,0.07593623431338946
0,0,1,road,12.0,0.24603248594734367,0.36826315609240606,0.017094017094017096,0.0014471135086990337,0.0,0.15646955355785694,0,0.0,0.5573048113100961,0,0,0.0014460674490019774,0.0,0.14537187597692952
0,0,2,road,12.0,0.27405549667860946,0.43550013621569345,0.006105006105006105,0.0,0.0,0.0,0,0.0,0.5033712890143057,0,0,0.0,0.0,0.0
0,0,3,road,13.0,0.28511052346175436,0.46284492622330625,0.030525030525030524,2.1519172128048863e-05,0.0,0.01649093563802485,0,0.0,0.44009246141374925,0,1,2.1518940593985935e-05,0.0,0.016356436818787755
0,0,4,road,16.0,0.08728692036455885,0.1064876827512573,0.017094017094017096,8.189827858350751e-05,0.0,0.04477576553192059,0,0.0,0.8727037354020674,0,0,8.1894925102585e-05,0.0,0.04380228395317385
0,0,5,road,17.0,0.07881278820207499,0.0986894234633432,0.018315018315018316,6.361925579209116e-05,0.0,0.03779948317822294,0,0.0,0.8570007176362778,0,1,6.361723217306437e-05,0.0,0.037102589953905606
0,0,6,road,14.0,0.12348893214973768,0.1461514181553937,0.03296703296703297,0.0002396212014656297,0.0,0.07691294990062963,0,0.0,0.810800057952535,0,0,0.00023959249689092533,0.0,0.0740985684458061
0,0,7,road,11.0,0.3384370903440871,0.5949268776440163,0.03663003663003663,0.00010735867245888501,0.0,0.050486002083040736,0,0.0,0.4378888437211496,0,0,0.00010735290992904362,0.0,0.0492529162098945
0,0,8,road,12.0,1.1266361294919605,0.9997430472342208,0.0231990231990232,0.0005554239727179398,0.0,0.11159150464749758,0,0.0,0.48968798610491526,0,0,0.0005552697819147421,0.0,0.10579277640243573
0,0,9,road,14.0,0.3221266103293078,0.5550919399227628,0.017094017094017096,0.0002753049499656023,0.0,0.08638687520067395,0,0.0,0.33140349084715504,0,0,0.0002752670605118078,0.0,0.08285739674846634
0,0,10,road,9.0,0.38240368904875005,0.6950925873557656,0.03296703296703297,8.310920852557702e-05,0.0,0.04358580648729773,0,0.0,0.4483699648099205,0,0,8.310575514664321e-05,0.0,0.04266267365833705
0,0,11,road,12.0,0.298309374053403,0.4957735358009279,0.007326007326007326,3.173554887767788e-05,0.0,0.02350882541880127,0,0.0,0.46097104529209343,0,0,3.173504531580044e-05,0.0,0.023236748865422752
0,0,12,road,14.0,0.4504012269467507,0.8181721296210702,0.02442002442002442,0.00011800126546946916,0.0,0.054658480830473234,0,0.0,0.398808239016739,0,1,0.00011799430386778945,0.0,0.053216999668434656
0,0,13,road,14.0,0.27019570238669105,0.42603596349384937,0.03907203907203907,0.000222077980003239,0.0,0.0732954591837077,0,0.0,0.41930256482070805,0,0,0.0002220533243388904,0.0,0.07073378379081845
0,0,14,road,14.0,0.42773291139292596,0.7819947895561263,0.029304029304029304,0.0005970299073020133,0.0,0.11198139904408354,0,0.0,0.7712017487775583,0,0,0.0005968517558512094,0.0,0.10614346821014267
0,0,15,road,11.0,0.33373398144655453,0.5835441876906688,0.003663003663003663,0.0,0.0,0.0,0,0.0,0.4448858506535082,0,0,0.0,0.0,0.0
0,0,16,road,8.0,0.532867667330641,0.9112243450825314,0.03540903540903541,6.242709861144871e-05,0.0,0.036142971456148636,0,0.0,0.31474108228599373,0,1,6.242515012122016e-05,0.0,0.03550513765175774
0,0,17,road,12.0,0.5307023983487467,0.9094570939849247,0.028083028083028084,1.2246322183688141e-05,0.0,0.010270773802697475,0,0.0,0.172935898744591,0,1,1.2246247198096825e-05,0.0,0.010218387796653104
0,0,18,road,8.0,2.9665267611261177,0.9999999999973732,0.026862026862026864,0.00010544896779689813,0.0,0.050913396136207996,0,0.0,0.005610230440562777,0,0,0.00010544340844530858,0.0,0.04965968710687161
0,0,19,road,10.0,0.34335097443359114,0.6067114508002222,0.03663003663003663,0.01636077438164705,0.0,0.2563534087019591,0,0.0,0.4677353566383166,0,0,0.01622837902105059,0.0,0.22821340482216754
0,0,20,road,13.0,0.287788003070417,0.4695078930553762,0.028083028083028084,0.00392261279165154,0.0,0.19197419970042168,0,0.0,0.4354188604548407,0,0,0.003914939406029592,0.0,0.17561092386228533
0,0,21,road,9.0,0.3927035259190896,0.7164734169522547,0.020757020757020756,6.760216552327289e-06,0.0,0.0060609588148118985,0,0.0,0.43508090882133654,0,1,6.760193702166353e-06,0.0,0.0060426650850816535
0,0,22,road,7.0,0.7657173782030369,0.990596019846967,0.015873015873015872,0.003696435823067805,0.0,0.20188104810925456,0,0.0,0.1637833785495985,0,1,0.003689620793221362,0.0,0.18388786957643444
0,0,23,road,8.0,0.6910004176723799,0.9803533104990846,0.015873015873015872,0.003696435823067805,0.0,0.20188104810925456,0,0.0,0.18480742538418463,0,0,0.003689620793221362,0.0,0.18388786957643444
0,0,24,road,7.0,0.6040048570776991,0.9543509452587675,0.015873015873015872,0.004095289282177723,0.0,0.2069505833248133,0,0.0,0.28239883068836014,0,0,0.004086926409505495,0.0,0.18809699954139567
